item_id	name	birthdate	birthplace	jobtitle	roles	gender
nm0002034	Jane Darwell	1879-10-15	Palmyra, Missouri, USA	Actress	 Actress:210 Self:5 Archive footage:13	F
nm0641966	Barbara O'Neil	1910-07-17	St. Louis, Missouri, USA	Actress	 Actress:21	F
nm0000752	Judith Anderson	1897-02-10	Adelaide, South Australia, Australia	Actress/Soundtrack	 Actress:56 Self:17 Archive footage:9	F
nm0708081	Marjorie Rambeau	1889-07-15	San Francisco, California, USA	Actress/Soundtrack	 Actress:68 Soundtrack:3 Self:3	F
nm0404046	Ruth Hussey	1911-10-30	Providence, Rhode Island, USA	Actress	 Actress:69 Self:8 Archive footage:4	F
nm0342904	Paul Groesse	1906-02-28	Hungary	Art Director/Art Department/Production Designer	 Art director:42 Art department:21	F
nm0882336	Robert Usher	1901-02-27	St. Louis, Missouri, USA	Art Director/Actor	 Art director:49	M
nm0677035	Robert Peterson	1909-08-15	Idaho Springs, Colorado, USA	Art Director/Art Department/Production Designer	 Art director:109 Art department:10	M
nm0326529	Alexander Golitzen	1908-02-28	Moscow, Russian Empire [now Russia]	Art Director/Production Designer/Art Department	 Art director:334 Production designer:5 Art department:3 Producer:3	NA
nm0942532	Joseph C. Wright	1892-08-19	Chicago, Illinois, USA	Art Director/Art Department/Music Department	 Art director:89 Art department:37 Music department:3 Production designer:2 Set decorator:2	NA
nm0456521	Mark-Lee Kirk	1895-05-16	Pittsburgh, Pennsylvania, USA	Art Director/Art Department/Set Decorator	 Art director:54 Art department:7	NA
nm0776388	John DuCasse Schulze	1876-04-23	Nokomis, Illinois, USA	Art Director/Art Department/Miscellaneous Crew	 Art director:37 Art department:5 Miscellaneous Crew:2	NA
nm0705135	Lewis J. Rachmil	1908-07-03	New York City, New York, USA	Producer/Art Director/Production Manager	 Producer:72 Art director:59 Production manager:14 Production designer:4 Art department:3 Second Unit Director or Assistant Director:2 Set decorator:2 Miscellaneous Crew:2	NA
nm0466112	Vincent Korda	1897-06-22	Túrkeve, Hungary	Art Department/Art Director/Production Designer	 Art department:25 Art director:17 Production designer:16 Archive footage:2	NA
nm0221898	John S. Detlie	1908-12-23	Sioux Falls, South Dakota, USA	A/r/t/ /Department	 Art department:23	NA
nm0005789	Rudolph Maté	1898-01-21	Krakau, Galicia, Austria-Hungary [now Kraków, Malopolskie, Poland]	Cinematographer/Director/Camera and Electrical Department	 Cinematographer:77 Director:33 Camera and Electrical Department:2 Producer:2	M
nm0005784	Oliver T. Marsh	1892-01-30	Kansas City, Missouri, USA	Cinematographer/Camera and Electrical Department	 Cinematographer:133	M
nm0202695	Allen M. Davey	1894-05-15	Bayonne, New Jersey, USA	Cinematographer/Camera and Electrical Department/Miscellaneous Crew	 Cinematographer:50 Camera and Electrical Department:9	M
nm0906109	Sidney Wagner	1901-01-13	Los Angeles, California, USA	Cinematographer/Camera and Electrical Department	 Cinematographer:70 Camera and Electrical Department:8	M
nm0000033	Alfred Hitchcock	1899-08-13	Leytonstone, London, England, UK	Director/Producer/Actor	 Director:70 Producer:29 Actor:39 Writer:27 Miscellaneous Crew:15 Art director:9 Second Unit Director or Assistant Director:5 Soundtrack:5 Editor:3 Thanks:31 Self:51 Archive footage:127	M
nm0125022	Lawrence W. Butler	1908-07-30	Akron, Ohio, USA	Special Effects/Visual Effects/Cinematographer	 Special effects:36 Visual effects:17	NA
nm0926303	Jack Whitney	1905-02-21	Iowa, USA	Sound/ /Department	 Sound department:8	NA
nm0247122	Paul Eagler	1890-09-24	Newman, Illinois, USA	Visual Effects/Camera and Electrical Department/Cinematographer	 Visual effects:12 Camera and Electrical Department:9 Cinematographer:9 Special effects:4	NA
nm0908289	Vernon L. Walker	1894-05-02	Detroit, Michigan, USA	Special Effects/Cinematographer/Visual Effects	 Special effects:223 Cinematographer:71 Visual effects:6 Camera and Electrical Department:2	NA
nm0298483	John P. Fulton	1902-11-04	Beatrice, Nebraska, USA	Visual Effects/Special Effects/Cinematographer	 Visual effects:253 Special effects:75 Cinematographer:3 Second Unit Director or Assistant Director:2	M
nm0487596	Joe Lapis	1899-04-10	Borsod-Abauj-Zemplen, Hungary	Sound/ /Department	 Sound department:182	M
nm0373232	William Hedgcock	1883-07-04	New York City, New York, USA	Sound/ /Department	 Sound department:100	M
nm0493632	R.T. Layton	1884-04-16	Cambridge, England, UK	Special effects	 Special effects:2	M
nm0082915	Ray Binger	1888-11-16	Pickett, Wisconsin, USA	Special Effects/Camera and Electrical Department/Cinematographer	 Special effects:18 Camera and Electrical Department:11 Cinematographer:10 Visual effects:7	M
nm0527964	Howard Lydecker	1911-06-08	Havana, Cuba	Special Effects/Visual Effects/Second Unit Director or Assistant Director	 Special effects:392 Visual effects:16 Second Unit Director or Assistant Director:2 Miscellaneous Crew:2	NA
nm0103099	William Bradford	1905-09-08	Barre, Vermont, USA	Cinematographer/Camera and Electrical Department/Special Effects	 Cinematographer:116 Camera and Electrical Department:5	NA
nm0856844	Bud Thackery	1903-01-31	Shawnee, Oklahoma, USA	Cinematographer/Camera and Electrical Department/Special Effects	 Cinematographer:176 Camera and Electrical Department:24 Special effects:13 Visual effects:5	NA
nm0635942	Herbert Norsch	1908-08-15	St. Louis, Missouri, USA	Sound/ /Department	 Sound department:32	NA
nm0801184	Robert L. Simpson	1910-07-31	St. Louis, Missouri, USA	Editor/Actor/Editorial Department	 Editor:103	M
nm0522848	Warren Low	1905-08-12	Pittsburgh, Pennsylvania, USA	Editor/Editorial Department	 Editor:51 Editorial department:35	M
nm0865285	Sherman Todd	1904-04-01	Buffalo, Wyoming, USA	Editor/Editorial Department/Producer	 Editor:72 Editorial department:4 Producer:3	M
nm0913513	Ned Washington	1901-08-15	Scranton, Pennsylvania, USA	Soundtrack/Music Department/Composer	 Soundtrack:373 Music department:19 Self:3	M
nm0006128	Werner R. Heymann	1896-02-14	Königsberg, East Prussia, Germany [now Kaliningrad, Russia]	Music Department/Composer/Soundtrack	 Music department:114 Composer:114 Soundtrack:71	M
nm0344402	Louis Gruenberg	1883-08-03	Brzesc, Poland, Russian Empire [now Brest, Belarus]	Music Department/Composer/Soundtrack	 Music department:28 Composer:11 Soundtrack:2	M
nm0932745	Meredith Willson	1902-05-18	Mason City, Iowa, USA	Soundtrack/Music Department/Composer	 Soundtrack:97 Music department:9 Composer:4 Writer:2 Self:18	M
nm0000067	Miklós Rózsa	1907-04-18	Budapest, Austria-Hungary [now Hungary]	Music Department/Composer/Soundtrack	 Music department:136 Composer:95 Soundtrack:60 Actor:4 Writer:2 Self:6	M
nm0330418	Mack Gordon	1904-06-21	Warsaw, Poland, Russian Empire [now Warsaw, Mazowieckie, Poland]	Soundtrack/Music Department/Actor	 Soundtrack:557 Music department:24 Actor:4 Writer:2 Composer:2 Thanks:2 Self:6	M
nm0006312	Jule Styne	1905-12-31	London, England, UK	Soundtrack/Music Department/Composer	 Soundtrack:645 Music department:31 Composer:13 Producer:5 Actor:3 Miscellaneous Crew:3 Thanks:2 Self:24 Archive footage:2	M
nm0597444	James V. Monaco	1885-01-13	Fornia, Italy	Soundtrack/Composer/Music Department	 Soundtrack:159 Composer:2 Music department:2	M
nm0789600	Artie Shaw	1910-05-23	New York City, New York, USA	Soundtrack/Actor/Composer	 Soundtrack:47 Actor:6 Composer:2 Self:28 Archive footage:7	M
nm0006305	Robert Stolz	1880-08-25	Graz, Austria-Hungary	Composer/Soundtrack/Music Department	 Composer:83 Soundtrack:64 Music department:26 Actor:4 Self:13 Archive footage:6	M
nm0703642	Fred Quimby	1886-07-31	Minneapolis, Minnesota, USA	Producer/Miscellaneous Crew/Production Manager	 Producer:249 Miscellaneous Crew:3	M
nm0002545	Preston Sturges	1898-08-29	Chicago, Illinois, USA	Writer/Director/Producer	 Writer:46 Director:14 Producer:8 Soundtrack:4 Actor:4 Archive footage:4	M
nm0122943	Norman Burnstine	1908-01-26	New York City, New York, USA	W/r/i/t/e/r	 Writer:4	M
nm0001379	John Huston	1906-08-05	Nevada, Missouri, USA	Actor/Director/Writer	 Actor:54 Director:47 Writer:40 Producer:15 Cinematographer:2 Miscellaneous Crew:2 Thanks:5 Self:62 Archive footage:42	M
nm0071657	Charles Bennett	1899-08-02	Shoreham-by-Sea, West Sussex, England, UK	Writer/Director/Actor	 Writer:65 Director:7 Actor:5 Self:2	M
nm0365661	Joan Harrison	1907-06-26	Guildford, Surrey, England, UK	Producer/Writer/Actress	 Producer:23 Writer:12	F
nm0844459	Hans Székely	1901-07-07	Budapest, Austria-Hungary	Writer/Soundtrack	 Writer:25	F
nm0124947	Hugo Butler	1914-05-04	Calgary, Alberta, Canada	Writer/Director	 Writer:38	M
nm0818415	Bella Spewack	1899-03-25	Bucharest, Romania	W/r/i/t/e/r	 Writer:32	M
nm0818416	Sam Spewack	1899-09-16	Bakhmut, Yekaterinoslav Governorate, Russian Empire	Writer/Producer	 Writer:37	M
nm0482193	Stuart N. Lake	1889-09-23	Rome, New York, USA	Miscellaneous Crew/Writer	 Writer:11	M
nm0874308	Dalton Trumbo	1905-12-09	Montrose, Colorado, USA	Writer/Actor/Director	 Writer:71 Actor:3 Self:7 Archive footage:16	M
nm0792845	Robert E. Sherwood	1896-04-04	New Rochelle, New York, USA	W/r/i/t/e/r	 Writer:62 Self:5 Archive footage:2	M
nm0425913	Nunnally Johnson	1897-12-05	Columbus, Georgia, USA	Writer/Producer/Director	 Writer:74 Producer:42 Director:8 Self:2 Archive footage:2	M
nm0000026	Cary Grant	1904-01-18	Horfield, Bristol, England, UK	Actor/Soundtrack/Producer	 Actor:77 Soundtrack:19 Thanks:2 Self:39 Archive footage:136	M
nm0000080	Orson Welles	1915-05-06	Kenosha, Wisconsin, USA	Actor/Director/Writer	 Actor:129 Director:54 Writer:60 Producer:25 Editor:8 Music department:3 Costume designer:3 Production designer:3 Soundtrack:3 Cinematographer:2 Thanks:18 Self:151 Archive footage:153	M
nm0187981	Donald Crisp	1882-07-27	Bow, London, England, UK	Actor/Director/Writer	 Actor:172 Director:72 Soundtrack:2 Self:10 Archive footage:11	M
nm0002013	Charles Coburn	1877-06-19	Savannah, Georgia, USA	Actor/Soundtrack	 Actor:98 Soundtrack:7 Self:26 Archive footage:11	M
nm0322299	James Gleason	1882-05-23	New York City, New York, USA	Actor/Writer/Director	 Actor:164 Writer:28 Director:4 Soundtrack:4 Miscellaneous Crew:2 Self:9 Archive footage:8	M
nm0002113	Sydney Greenstreet	1879-12-27	Sandwich, Kent, England, UK	Actor/Soundtrack	 Actor:23 Soundtrack:2 Archive footage:4	M
nm0000802	Mary Astor	1906-05-03	Quincy, Illinois, USA	Actress/Soundtrack	 Actress:155 Soundtrack:5 Self:6 Archive footage:23	F
nm0943618	Margaret Wycherly	1881-10-26	London, England, UK	Actress	 Actress:32 Archive footage:2	F
nm0172048	Patricia Collinge	1892-09-20	Dublin, Ireland	Actress	 Actress:24	F
nm0021329	Sara Allgood	1879-10-31	Dublin, Ireland, UK [now Republic of Ireland]	Actress	 Actress:54	F
nm0942863	Teresa Wright	1918-10-27	Manhattan, New York City, New York, USA	Actress/Soundtrack	 Actress:86 Soundtrack:2 Thanks:2 Self:22 Archive footage:7	F
nm0432846	Nathan Juran	1907-09-01	Gura Humora, Bukovina, Austria-Hungary [now Gura Humorului, Bukovina, Romania]	Director/Art Director/Writer	 Director:38 Art director:29 Writer:5 Producer:2 Miscellaneous Crew:2 Thanks:2	M
nm0514673	Thomas Little	1886-08-27	Ogden, Utah, USA	Set Decorator/Art Department	 Set decorator:488 Art department:34	M
nm0276177	A. Roland Fields	1884-06-10	Tustin, California, USA	Set Decorator/Art Department	 Set decorator:40 Art department:4	M
nm0798822	Darrell Silvera	1900-12-18	St. Andrews, Jamaica	Set Decorator/Art Department	 Set decorator:369 Art department:44	M
nm0173754	Sam Comer	1893-07-13	Topeka, Kansas, USA	Set Decorator/Art Department	 Set decorator:321 Art department:19	M
nm0599788	George Montgomery	1899-09-23	NA	Set Decorator/Art Department	 Set decorator:75	M
nm0002770	John Hughes	1882-05-23	Kansas City, Missouri, USA	Art Director/Miscellaneous Crew/Art Department	 Art director:98 Miscellaneous Crew:2	M
nm0533771	Fred M. MacLean	1898-07-09	North Dakota, USA	Set Decorator/Art Department	 Set decorator:73 Art department:3	M
nm0410215	Richard Irvine	1910-04-10	Salt Lake City, Utah, USA	Art Director/Art Department	 Art director:32 Art department:6	M
nm0380243	Julia Heron	1897-11-21	Montana, USA	Set Decorator/Art Department	 Set decorator:131 Art department:17	M
nm0310199	Russell A. Gausman	1892-07-04	St. Louis, Missouri, USA	Set Decorator/Art Department	 Set decorator:752	M
nm0109924	Howard Bristol	1902-08-14	Iowa, USA	Set Decorator/Art Department/Production Designer	 Set decorator:58 Art department:8	M
nm0102231	Edward G. Boyle	1899-01-30	Cobden, Ontario, Canada	Set Decorator/Art Department/Director	 Set decorator:106 Art department:17	M
nm0240237	Randall Duell	1903-07-14	Russell County, Kansas, USA	Art Director/Art Department	 Art director:39 Art department:21	NA
nm0565720	Urie McCleary	1905-07-10	Arkansas, USA	Art Director/Art Department	 Art director:49 Art department:21	NA
nm0238845	Raoul Pene Du Bois	1914-11-29	New York City, New York, USA	Costume Designer/Art Department/Production Designer	 Costume designer:10 Art department:2 Production designer:2	NA
nm0786869	Stephen Seymour	1919-12-15	New York, USA	Set Decorator/Art Department	 Set decorator:15 Art department:3	NA
nm0869860	Leo Tover	1900-12-06	New Haven, Connecticut, USA	Cinematographer/Camera and Electrical Department/Writer	 Cinematographer:122 Camera and Electrical Department:3 Writer:2	NA
nm0005668	Wilfrid M. Cline	1903-09-03	Los Angeles, California, USA	Cinematographer/Camera and Electrical Department/Editorial Department	 Cinematographer:116 Camera and Electrical Department:16 Editorial department:3	NA
nm0811580	William E. Snyder	1901-09-21	New York, USA	Cinematographer/Camera and Electrical Department/Actor	 Cinematographer:78 Camera and Electrical Department:6 Actor:3	M
nm0809079	Leonard Smith	1894-04-19	Brooklyn, New York, USA	Cinematographer/Camera and Electrical Department	 Cinematographer:80 Camera and Electrical Department:4	M
nm0356383	Harry Hallenberger	1894-04-19	NA	Cinematographer/Camera and Electrical Department	 Cinematographer:23 Camera and Electrical Department:16	M
nm0355284	Alexander Hall	1894-01-11	Boston, Massachusetts, USA	Director/Editor/Actor	 Director:44 Editor:14 Actor:5 Second Unit Director or Assistant Director:2	M
nm0001328	Howard Hawks	1896-05-30	Goshen, Indiana, USA	Director/Producer/Writer	 Director:47 Producer:26 Writer:25 Production manager:7 Second Unit Director or Assistant Director:5 Actor:4 Miscellaneous Crew:4 Editor:3 Thanks:3 Self:13 Archive footage:16	M
nm0581820	Louis Mesenkop	1903-02-06	Illinois, USA	Sound/ /Department	 Sound department:31	NA
nm0932806	William A. Wilmarth	1904-08-03	Milan, Italy	Sound Department/Music Department	 Sound department:52 Music department:44	NA
nm0355751	John D. Hall	1904-08-03	NA	Sound/ /Department	 Sound department:26	NA
nm0392096	William Holmes	1904-02-23	Illinois, USA	Editor/Editorial Department	 Editor:55	NA
nm0936404	Robert Wise	1914-09-10	Winchester, Indiana, USA	Director/Producer/Editor	 Director:41 Producer:18 Editor:12 Sound department:4 Second Unit Director or Assistant Director:2 Miscellaneous Crew:2 Thanks:10 Self:70 Archive footage:17	NA
nm0470932	Harold F. Kress	1913-06-26	Pittsburgh, Pennsylvania, USA	Editor/Director/Editorial Department	 Editor:59 Director:5 Editorial department:2 Self:2	M
nm0164044	James B. Clark	1908-05-14	Stillwater, Minnesota, USA	Director/Editor/Miscellaneous Crew	 Director:37 Editor:54 Miscellaneous Crew:2 Editorial department:3	M
nm0541721	Daniel Mandell	1895-07-13	New York City, New York, USA	Editor/Editorial Department	 Editor:73 Editorial department:3	M
nm0697662	Hugh Prince	1906-08-09	Greenville, South Carolina, USA	Soundtrack/Composer/Writer	 Soundtrack:74 Composer:3 Writer:2	M
nm0713098	Don Raye	1909-03-16	Washington, District of Columbia, USA	Soundtrack/Music Department/Composer	 Soundtrack:203 Music department:8 Composer:3	M
nm0004230	Frank Loesser	1910-06-29	New York City, New York, USA	Soundtrack/Music Department/Actor	 Soundtrack:446 Music department:48 Actor:2 Writer:2 Self:3 Archive footage:2	M
nm0000810	Gene Autry	1907-09-29	Near Tioga, Texas, USA	Soundtrack/Actor/Producer	 Soundtrack:198 Actor:99 Producer:7 Music department:6 Self:56 Archive footage:29	M
nm0741386	Fred Rose	1897-08-24	Evansville, Indiana, USA	Soundtrack/Music Department/Composer	 Soundtrack:147 Music department:2	M
nm0002136	Bernard Herrmann	1911-06-29	New York City, New York, USA	Music Department/Soundtrack/Composer	 Music department:75 Soundtrack:124 Composer:85 Thanks:5 Self:2 Archive footage:7	M
nm0443033	Edward J. Kay	1898-11-27	New York City, New York, USA	Music Department/Composer/Soundtrack	 Music department:345 Composer:79 Soundtrack:22 Producer:2	M
nm0006324	Ernst Toch	1887-12-07	Vienna, Austria-Hungary [now Austria]	Music Department/Composer/Soundtrack	 Music department:75 Composer:20 Soundtrack:3	M
nm0770127	Walter Scharf	1910-08-01	Manhattan, New York City, New York, USA	Music Department/Composer/Soundtrack	 Music department:286 Composer:126 Soundtrack:45 Self:4	M
nm0006337	Oliver Wallace	1887-08-06	London, England, UK	Composer/Music Department/Soundtrack	 Composer:199 Music department:45 Soundtrack:36 Actor:3 Self:2	M
nm0006040	Robert Emmett Dolan	1906-08-03	Hartford, Connecticut, USA	Music Department/Composer/Soundtrack	 Music department:38 Composer:48 Soundtrack:16 Producer:4	M
nm0006212	Emil Newman	1911-01-20	Connecticut, USA	Music Department/Composer/Soundtrack	 Music department:178 Composer:44 Soundtrack:7	M
nm0006147	Bronislau Kaper	1902-02-05	Warsaw, Poland, Russian Empire [now Warsaw, Mazowieckie, Poland]	Music Department/Composer/Soundtrack	 Music department:49 Composer:133 Soundtrack:90 Actor:2 Thanks:3 Self:2	M
nm0006257	Heinz Roemheld	1901-05-01	Milwaukee, Wisconsin, USA	Music Department/Composer/Soundtrack	 Music department:418 Composer:294 Soundtrack:22	M
nm0657162	George Pal	1908-02-01	Cegléd, Austria-Hungary [now Hungary]	Director/Producer/Cinematographer	 Director:60 Producer:42 Cinematographer:22 Writer:6 Editor:4 Actor:2 Animation department:2 Miscellaneous Crew:2 Self:4	M
nm0542534	Herman J. Mankiewicz	1897-11-07	New York City, New York, USA	Writer/Producer/Actor	 Writer:95 Producer:5 Actor:3	M
nm0151310	Harry Chandlee	1882-12-07	Washington, District of Columbia, USA	Writer/Editor/Miscellaneous Crew	 Writer:53 Editor:10 Miscellaneous Crew:5 Producer:4	M
nm0277874	Abem Finkel	1889-12-06	New York City, New York, USA	W/r/i/t/e/r	 Writer:22	M
