商業名稱,商業所在地,資本額,設立年度,設立日期,地址一,地址二,狀態
樂鯈鯈小吃店,臺北市大安區大安路1段192號1樓,1e+05,105,105/04/07,305086.434,2769839.891,dismiss
孟萱精品坊,臺北市大安區大安路1段51巷23號1樓,2e+05,105,105/04/29,305226.814,2770674.728,dismiss
禾樂商店,臺北市大安區大安路1段19巷16號,450000,105,105/05/24,305188.365,2770799.211,dismiss
炙氣小吃店,臺北市大安區大安路1段31巷20號,2e+05,105,105/05/17,305211.203,2770754.174,dismiss
金潮服飾店,臺北市大安區大安路1段31巷22號,10000,105,105/05/23,305213.426,2770753.222,dismiss
采怡精品店,臺北市大安區大安路1段196巷2號,2e+05,105,105/06/16,305071.396,2769808.035,dismiss
德永商行,臺北市大安區大安路1段31巷29號1樓,1e+05,105,105/06/08,305244.215,2770773.568,dismiss
豐頂態度美髮沙龍,臺北市大安區大安路1段51巷16之1號,50000,105,105/07/29,305172.773,2770654.399,dismiss
牡丹精品服飾店,臺北市大安區大安路1段63號1樓,1e+05,105,105/07/12,305122.971,2770605.674,dismiss
米馬服飾店,臺北市大安區大安路1段31巷26號,89000,105,105/07/01,305213.398,2770748.409,dismiss
誠恩美容坊,臺北市大安區大安路1段22號1樓,2e+05,105,105/07/27,305104.497,2770772.169,dismiss
安之拉精品專賣店,臺北市大安區大安路1段47號1樓,240000,105,105/08/22,305123.724,2770682.662,dismiss
發現美髮型沙龍工作坊,臺北市大安區大安路1段31巷54號1樓,230000,105,105/08/02,305298.448,2770751.222,dismiss
夢珊精品店,臺北市大安區大安路1段194號,2e+05,105,105/08/18,305088.469,2769822.062,dismiss
粉蝶精品行,臺北市大安區大安路1段225之1號,1e+06,105,105/08/30,305106.656,2769718.389,dismiss
安珀瑪克斯服飾行,臺北市大安區大安路1段31巷19號,2e+05,105,105/09/02,305209.211,2770773.326,dismiss
桑麗流行坊,臺北市大安區大安路1段51巷14號,2e+05,105,105/09/01,305160.633,2770654.45,dismiss
檸檬草小吃店,臺北市大安區大安路1段235號1樓,90000,105,105/09/19,305107.798,2769663.726,dismiss
尚恆企業社,臺北市大安區大安路1段197號,2e+05,105,105/10/24,305107.36,2769823.455,dismiss
條窩窩花果冰店,臺北市大安區大安路1段51巷41號,2e+05,105,105/10/31,305271.904,2770674.076,dismiss
懷德佳商行,臺北市大安區大安路1段31巷37號,2e+05,105,105/10/14,305281.313,2770772.707,dismiss
添色服飾店,臺北市大安區大安路1段31巷26號,88000,105,105/10/24,305213.398,2770748.409,dismiss
芮采服飾精品店,臺北市大安區大安路1段41號,50000,105,105/10/11,305123.621,2770734.203,dismiss
昂熱造型工作室,臺北市大安區大安路1段51巷29號,50000,105,105/10/07,305242.796,2770674.497,dismiss
色彩精品屋,臺北市大安區大安路1段51巷21號,2e+05,105,105/12/08,305206.379,2770675.531,dismiss
冠饌商行,臺北市大安區大安路1段31巷21號,2e+05,105,105/12/26,305213.543,2770773.112,dismiss
湧益商行,臺北市大安區大安路1段31巷2號1樓,2e+05,106,106/03/06,305137.844,2770755.092,dismiss
吉時精品店,臺北市大安區大安路1段196巷2號,2e+05,106,106/03/20,305071.396,2769808.035,dismiss
泰芽米飲品坊,臺北市大安區大安路1段31巷26號,2e+05,106,106/03/09,305213.398,2770748.409,dismiss
天宇企業社,臺北市大安區大安路1段77號東區地下街28之1號店舖,2e+05,106,106/04/11,305126.835,2770531.508,dismiss
風迅服飾店,臺北市大安區大安路1段31巷5號,2e+05,106,106/05/25,305143.26,2770773.511,dismiss
艾思柏美甲店,臺北市大安區大安路1段47號1樓,2e+05,106,106/05/11,305123.724,2770682.662,dismiss
晨嘉精品企業,臺北市大安區大安路1段77號地下街,2e+05,106,106/05/18,305126.835,2770531.508,dismiss
華星貿易行,臺北市大安區大安路1段96巷11號1樓,2e+05,106,106/05/25,305044.645,2770398.265,dismiss
法漾小吃店,臺北市大安區大安路1段211號,210000,106,106/05/05,305106.893,2769763.958,dismiss
亮點生活企業社,臺北市大安區大安路1段77號B1東區地下街17之3號店舖,1e+05,106,106/05/12,305126.835,2770531.508,dismiss
捌參企業社,臺北市大安區大安路1段83巷10號,2e+05,106,106/05/03,305170.185,2770416.365,dismiss
帝饕商行,臺北市大安區大安路1段172號,50000,106,106/06/30,305088.978,2769936.28,dismiss
木木工作室,臺北市大安區大安路1段51巷24號,50000,106,106/06/30,305208.094,2770653.905,dismiss
瑞亞時尚美甲工作室,臺北市大安區大安路1段19巷30號,2e+05,106,106/06/01,305259.036,2770800.245,dismiss
歐泫髮型工作室,臺北市大安區大安路1段31巷54號1樓,1e+05,106,106/07/28,305298.448,2770751.222,dismiss
匯灃實業社,臺北市大安區大安路1段51巷7號,2e+05,106,106/08/31,305153.472,2770675.776,dismiss
韓裳服飾精品店,臺北市大安區大安路1段51巷15號1樓,2e+05,106,106/09/15,305178.404,2770675.627,dismiss
淘飲企業社,臺北市大安區大安路1段223號1樓,60000,106,106/09/29,305107.099,2769727.455,dismiss
三一花好商行,臺北市大安區大安路1段84巷22號1樓,2e+05,106,106/09/27,304975.217,2770422.433,dismiss
愛享科技商行,臺北市大安區大安路1段51巷18號,2e+05,106,106/10/20,305181.828,2770654.236,dismiss
衫玖商行,臺北市大安區大安路1段31巷38號,1e+05,106,106/10/13,305229.659,2770752.489,dismiss
古阡精品店,臺北市大安區大安路1段53號,1e+05,106,106/11/10,305123.453,2770650.458,dismiss
品安食品坊,臺北市大安區大安路1段51巷9號,2e+05,106,106/11/09,305160.42,2770675.688,dismiss
家錞的店,臺北市大安區延吉街131巷33號,1e+05,101,101/01/31,306054.117,2770646.143,dismiss
璦琦服飾店,臺北市松山區延吉街48巷1號1樓,2e+05,101,101/02/17,305860.94,2770868.562,dismiss
咘歐諾美食館,臺北市大安區延吉街68之4號,2e+05,101,101/03/14,305897.954,2770666.845,dismiss
麻益熊小吃店,臺北市大安區延吉街131巷33號,2200000,101,101/03/19,306054.117,2770646.143,dismiss
芙蓉苑,臺北市大安區延吉街131巷27號,240000,101,101/03/02,306038.679,2770638.942,dismiss
韋志小吃店,臺北市大安區延吉街137巷20號1樓,2e+05,101,101/03/05,306024.384,2770536.201,dismiss
力?企業社,臺北市大安區延吉街70巷5弄12號1樓,9900,101,101/03/29,305891.518,2770569.6,dismiss
利沛多商號,臺北市大安區延吉街68之20號,150000,101,101/04/06,305905.253,2770637.52,dismiss
一三七小吃店,臺北市大安區延吉街137巷7弄3號,50000,101,101/04/03,305999.454,2770570.601,dismiss
一三七小吃店,臺北市大安區延吉街137巷7弄3號,50000,101,101/04/03,305999.454,2770570.601,dismiss
永新電信商行,臺北市大安區延吉街153之11號,2e+05,101,101/04/18,306001.223,2770318.594,dismiss
達新餐廳,臺北市大安區延吉街85號,2e+05,101,101/05/29,305904.499,2770723.766,dismiss
鴻盛餐廳,臺北市大安區延吉街64之3號1樓,2e+05,101,101/05/29,305890.772,2770688.985,dismiss
泳嫻飲料店,臺北市松山區延吉街29號,2e+05,101,101/05/28,305870.792,2770981.253,dismiss
翰林瑄企業社,臺北市大安區延吉街138巷6號,2e+06,101,101/06/19,305939.984,2770312.165,dismiss
翰岑企業社,臺北市大安區延吉街138巷6號,2e+05,101,101/06/08,305939.984,2770312.165,dismiss
衣蝶精品服飾?,臺北市大安區延吉街131巷23號1樓,1e+05,101,101/06/20,306019.918,2770635.535,dismiss
晟盛餐廳,臺北市大安區延吉街64之3號1樓,2e+05,101,101/07/27,305890.772,2770688.985,dismiss
長灃餐廳,臺北市大安區延吉街85號,2e+05,101,101/07/27,305904.499,2770723.766,dismiss
棋靈王書坊,臺北市大安區延吉街160巷5之3號1樓,2e+05,101,101/08/28,305946.018,2770250.221,dismiss
展翔小吃店,臺北市大安區延吉街131巷26號地下層,2e+05,101,101/08/29,306051.903,2770621.496,dismiss
昕澄企業社,臺北市大安區延吉街68之20號,1e+05,101,101/08/07,305905.253,2770637.52,dismiss
永威數碼工作室,臺北市大安區延吉街137巷3號地下室,1e+06,101,101/08/09,305977.661,2770555.6,dismiss
永鎮企業行,臺北市大安區延吉街165之1號1樓,2e+05,101,101/08/27,306036.582,2770180.386,dismiss
滿來順小館,臺北市大安區延吉街131巷9號1樓,8000,101,101/09/24,305978.689,2770628.836,dismiss
雙雙小吃店,臺北市大安區延吉街131巷24號,2e+05,101,101/09/14,306046.076,2770621.17,dismiss
江淮商行,臺北市大安區延吉街240之1號地下室,2e+05,101,101/09/26,306061.935,2769872.182,dismiss
瑪拉服飾店,臺北市大安區延吉街239之2號,1e+05,101,101/09/20,306076.162,2769922.394,dismiss
關玉便當店,臺北市大安區延吉街164號1樓,50000,101,101/10/09,306003.069,2770226.557,dismiss
台灣芬多實業社,臺北市松山區延吉街246巷2號1樓101室,90000,101,101/11/28,305885.691,2770846.824,dismiss
武本木串燒小吃店,臺北市大安區延吉街137巷2號,1e+05,101,101/11/23,305964.526,2770536.074,dismiss
富翔餐廳,臺北市大安區延吉街64之3號,2e+05,101,101/11/28,305890.772,2770688.985,dismiss
泰倫皮鞋店,臺北市信義區延吉街137巷21號1樓,45000,101,101/12/12,NA,NA,dismiss
宸緣美容工作坊,臺北市大安區延吉街62巷6弄3號,50000,101,101/12/28,305834.063,2770726.396,dismiss
吾庫齊商行,臺北市大安區延吉街62巷9號,50000,101,101/12/20,305826.596,2770697.357,dismiss
賢延賢語小吃店,臺北市大安區延吉街178號,2e+05,101,101/12/28,306013.76,2770181.437,dismiss
苑晴茶飲專賣店,臺北市大安區延吉街178號1樓,1e+05,102,102/01/02,306013.76,2770181.437,dismiss
柳澤小吃店,臺北市大安區延吉街68之4號,1e+06,102,102/01/02,305897.954,2770666.845,dismiss
宜佳烘培坊,臺北市大安區延吉街131巷33號,50000,102,102/02/20,306054.117,2770646.143,dismiss
延吉醫療器材行,臺北市松山區延吉街2之6號,2e+05,102,102/02/01,305831.278,2771178.801,dismiss
竇記原味鍋餐坊,臺北市大安區延吉街131巷37號,1e+05,102,102/03/08,306079.314,2770649.204,dismiss
泓玉餐飲企業社,臺北市大安區延吉街137巷2號,2e+05,102,102/03/01,305964.526,2770536.074,dismiss
玫瑰思路手染服飾店,臺北市大安區延吉街246巷2號1樓,2e+05,102,102/03/20,306070.93,2769809.024,dismiss
王老爹小吃店,臺北市松山區延吉街41號,1e+05,102,102/04/30,305875.701,2770930.947,dismiss
十神泰式小吃店,臺北市大安區延吉街131巷4號,1e+05,102,102/04/01,305959.588,2770601.488,dismiss
振宏小吃店,臺北市大安區延吉街131巷26號地下,1e+05,102,102/05/31,306051.903,2770621.496,dismiss
雅吉珠寶行,臺北市松山區延吉街14號,2e+05,102,102/05/13,305840.028,2771100.437,dismiss
延吉壹參柒涮涮鍋,臺北市大安區延吉街137巷6之1號1樓,2e+05,102,102/05/10,306000.503,2770535.947,dismiss
?源商行,臺北市松山區延吉街20之1號,1e+05,102,102/05/09,305841.641,2771072.458,dismiss
全民成功商行,臺北市大安區延吉街131巷1之1號,240000,102,102/06/13,305944.439,2770619.063,dismiss
芳祐企業社,臺北市大安區延吉街68之16號1樓,2e+05,102,102/06/03,305903.196,2770645.787,dismiss
璞藝民藝品店,臺北市信義區延吉街131巷1弄4號1樓,90000,102,102/07/05,NA,NA,dismiss
京典珠寶工作行,臺北市松山區延吉街7之2號,2e+05,102,102/07/08,305849.29,2771144.508,dismiss
芃宇飲料店,臺北市大安區延吉街153之5號,2e+05,102,102/07/29,305989.749,2770367.832,dismiss
威記小吃店,臺北市松山區延吉街41號,2e+05,102,102/07/31,305875.701,2770930.947,dismiss
活力橘子食品行,臺北市大安區延吉街169號,50000,102,102/08/16,306039.692,2770167.011,dismiss
老羊城食品行,臺北市大安區延吉街137巷25號,2e+05,102,102/08/01,306047.359,2770554.16,dismiss
漂亮女人精品店,臺北市大安區延吉街138巷6號,2e+05,102,102/08/16,305939.984,2770312.165,dismiss
來勁養生?,臺北市大安區延吉街131巷45號1樓,2e+05,102,102/09/27,306045.715,2770682.131,dismiss
裕泰創意設計工作室,臺北市大安區延吉街131巷2弄7號,2e+05,102,102/09/25,305968.895,2770592.685,dismiss
壹參壹小吃店,臺北市大安區延吉街131巷24號,2e+05,102,102/09/06,306046.076,2770621.17,dismiss
鎧新食品行,臺北市大安區延吉街261之1號,2e+05,102,102/11/28,306192.533,2769677.657,dismiss
一丁目服飾店,臺北市大安區延吉街153-11號,2e+05,102,102/11/26,306001.223,2770318.594,dismiss
伊立咖啡,臺北市松山區延吉街20之1號,2e+05,102,102/12/16,305841.641,2771072.458,dismiss
高昇茶舖,臺北市大安區延吉街68之24號,50000,102,102/12/17,305905.908,2770634.888,dismiss
初衷燒烤店,臺北市大安區延吉街137巷7弄2號1樓,2e+05,102,102/12/31,306015.397,2770571.238,dismiss
睿智企業社,臺北市大安區延吉街153之1號,2e+05,102,102/10/31,305983.895,2770391.12,dismiss
龍麟小吃店,臺北市大安區延吉街137巷28號及地下,1e+05,102,102/10/21,306044.907,2770537.247,dismiss
誠宸商行,臺北市大安區延吉街62巷10號,1e+05,103,103/01/10,305833.425,2770712.83,dismiss
太陽紅茶行,臺北市松山區延吉街8號,10000,103,103/01/06,305834.818,2771149.82,dismiss
黃金彩券行,臺北市大安區延吉街153之1號,50000,103,103/02/20,305983.895,2770391.12,dismiss
巧兒屋,臺北市大安區延吉街153-6號,1e+05,103,103/02/27,305994.593,2770344.831,dismiss
富安投注站,臺北市大安區延吉街140之1號,2e+05,103,103/02/19,305985.066,2770291.716,dismiss
金優兒精品店,臺北市大安區延吉街140之2號,480000,103,103/03/24,305985.026,2770288.459,dismiss
百麗雅珠寶行,臺北市大安區延吉街135號,2e+05,103,103/03/20,305938.537,2770581.942,dismiss
小田義坊,臺北市大安區延吉街70巷2弄5號,180000,103,103/04/16,305872.497,2770633.43,dismiss
齊心茶舖,臺北市大安區延吉街68之20號,2e+05,103,103/04/03,305905.253,2770637.52,dismiss
好家木瓜牛奶流行生活茶飲店,臺北市大安區延吉街233之1號,50000,103,103/04/15,306071.525,2769979.302,dismiss
春暉乾洗商店,臺北市大安區延吉街97巷24號1樓,5000,103,103/05/01,305989.58,2770642.997,dismiss
傑而發企業社,臺北市松山區延吉街30巷3之1號,1e+05,103,103/05/20,305826.887,2770969.159,dismiss
天然水果茶飲店,臺北市大安區延吉街242之2號1樓,1e+05,103,103/06/04,306064.834,2769844.297,dismiss
心平餐館,臺北市大安區延吉街137巷6之2號,1e+06,103,103/06/09,306004.708,2770535.991,dismiss
香妮服飾店,臺北市松山區延吉街48巷1號1樓,2e+05,103,103/06/09,305860.94,2770868.562,dismiss
宓名堂企業社,臺北市大安區延吉街62巷6弄1號,2e+05,103,103/06/13,305834.088,2770721.419,dismiss
金庫投注站,臺北市大安區延吉街70巷2弄2號1樓,150000,103,103/06/09,305887.654,2770614.955,dismiss
富豪彩券行,臺北市大安區延吉街233之1號,2e+05,103,103/06/25,306071.525,2769979.302,dismiss
富領公益彩券行,臺北市大安區延吉街233之1號,2e+05,103,103/06/18,306071.525,2769979.302,dismiss
淨慈湧蔬食坊,臺北市大安區延吉街131巷47號,8e+05,103,103/07/25,306039.258,2770685.016,dismiss
萬德餐廳,臺北市大安區延吉街85號,2e+05,103,103/07/17,305904.499,2770723.766,dismiss
頑茶冷熱飲專賣店,臺北市大安區延吉街137巷3號1樓,1e+05,103,103/07/04,305977.661,2770555.6,dismiss
青湶冰飲行,臺北市大安區延吉街153-3號,2e+05,103,103/07/18,305986.907,2770379.135,dismiss
丸貴小吃屋,臺北市大安區延吉街121號1樓,2e+05,103,103/09/30,305927.817,2770627.877,dismiss
嗚邁餐館,臺北市大安區延吉街131巷18號1樓,3e+06,103,103/09/19,306013.214,2770616.066,dismiss
日文商行,臺北市大安區延吉街138巷6號,2e+05,103,103/09/01,305939.984,2770312.165,dismiss
安奇啦英式小吃,臺北市大安區延吉街131巷26號地下層,2e+05,103,103/09/01,306051.903,2770621.496,dismiss
老嫣小吃店,臺北市大安區延吉街131巷27號,2e+05,103,103/10/03,306038.679,2770638.942,dismiss
玉豐人文茶行,臺北市大安區延吉街116號,80000,103,103/10/31,305966.083,2770378.428,dismiss
晶鑽牛角烘焙坊,臺北市大安區延吉街68之28號,1e+05,103,103/10/07,305902.474,2770632.055,dismiss
津滿小吃店,臺北市大安區延吉街137巷28號,240000,103,103/11/28,306044.907,2770537.247,dismiss
如鎰珠寶行,臺北市大安區延吉街162號1樓,2e+06,103,103/12/17,306000.073,2770239.189,dismiss
帕克餐飲店,臺北市大安區延吉街131巷33號,2e+05,103,103/12/25,306054.117,2770646.143,dismiss
玫瑰思路手染服飾店,臺北市大安區延吉街246巷2號,2e+05,103,103/12/31,306070.93,2769809.024,dismiss
小食代小吃店,臺北市松山區延吉街41號,2e+05,103,103/12/04,305875.701,2770930.947,dismiss
活力熊營養早餐店,臺北市大安區延吉街131巷41號,120000,104,104/01/14,306085.082,2770650.674,dismiss
河馬食品行,臺北市大安區延吉街165之1號,1e+05,104,104/01/27,306036.582,2770180.386,dismiss
大夯餐廳,臺北市大安區延吉街70巷5弄4號,2e+05,104,104/01/13,305861.612,2770588.579,dismiss
樂豆延吉商行,臺北市大安區延吉街137巷22號,1e+05,104,104/01/22,306030.112,2770540.034,dismiss
鴻廚便當專賣店,臺北市松山區延吉街9之1號,1e+05,104,104/01/13,305855.561,2771089.055,dismiss
百工藝舖,臺北市大安區延吉街126巷3之2號1樓,50000,104,104/01/08,305925.78,2770368.233,dismiss
一三七小吃店,臺北市大安區延吉街137巷7弄3號,50000,104,104/02/03,305999.454,2770570.601,dismiss
一三七小吃店,臺北市大安區延吉街137巷7弄3號,50000,104,104/02/03,305999.454,2770570.601,dismiss
大有文具行,臺北市大安區延吉街160巷3號1樓,5000,104,104/03/03,305973.65,2770248.876,dismiss
懷特妮早餐店,臺北市大安區延吉街137巷7弄3號,6e+05,104,104/03/17,305999.454,2770570.601,dismiss
茶水攤小吃店,臺北市大安區延吉街137巷6之2號1樓,2e+05,104,104/04/07,306004.708,2770535.991,dismiss
